Collectivite;Budget;Exercice;I_F;D_R;Nature;SousFonction;Exécuté;Libellé nature;Libellé fonction
VILLE;1;2008;F;D;60628;820;1933,86; AUTRES FOURNITURES NON STOCKEES;SERVICES COMMUNS
VILLE;1;2008;F;D;6283;212;4567,68; FRAIS DE NETTOYAGE DES LOCAUX;ECOLES PRIMAIRES
VILLE;1;2008;F;D;6451;251;310147,85; COTISATIONS A L'URSSAF;HEBERGEMENT ET RESTAURATION SCOLAIRE
VILLE;1;2008;F;D;6231;251;10523,54; ANNONCES ET INSERTIONS;HEBERGEMENT ET RESTAURATION SCOLAIRE
VILLE;1;2008;I;R;1328;324;15750; SUBV D EQUIPEMENT AUTRES;ENTRETIEN DU PATRIMOINE CULTUREL
VILLE;1;2008;F;D;60611;26;24031,91; EAU ET ASSAINISSSEMENT;CIMETIERES ET POMPES FUNEBRES
VILLE;1;2008;F;D;617;820;41932,47; ETUDES ET RECHERCHES;SERVICES COMMUNS
VILLE;1;2008;F;D;60628;212;66141,16; AUTRES FOURNITURES NON STOCKEES;ECOLES PRIMAIRES
VILLE;1;2008;F;D;6132;90;245581,86; LOCATIONS IMMOBILIERES;INTERVENTIONS ECONOMIQUES
VILLE;1;2008;F;D;60633;211;550,95; FOURNITURES DE VOIRIE;ECOLES MATERNELLES
VILLE;1;2008;F;D;6231;821;27355,8; ANNONCES ET INSERTIONS;EQUIPEMENTS DE VOIRIE
VILLE;1;2008;F;D;6232;24;281080,29; FETES ET CEREMONIES;FETES ET CEREMONIES
VILLE;1;2008;F;D;6574;313;279030; SUBVENTIONS DE FONCTIONNEMENT AUX ASSOCIATIONS ET AUTRES ORGANISMES;THEATRES
VILLE;1;2008;F;D;6237;323;3653,62; PUBLICATIONS;ARCHIVES
VILLE;1;2008;F;D;6282;520;2346,55; FRAIS DE GARDIENNAGE;SERVICES COMMUNS
VILLE;1;2008;F;D;60631;814;2625,74; FOURNITURES D'ENTRETIEN;ECLAIRAGE PUBLIC
VILLE;1;2008;F;D;6574;255;5950; SUBVENTIONS DE FONCTIONNEMENT AUX ASSOCIATIONS ET AUTRES ORGANISMES;CLASSES DE DECOUVERTE ET AUTRES SERVICES ANNEXES DE L'ENSEIGNEMENT
VILLE;1;2008;I;D;274;520;1150; AUTRES IMMOBILISATIONS FINANCIERES PRETS;SERVICES COMMUNS
VILLE;1;2008;F;D;6574;25;172085; SUBVENTIONS DE FONCTIONNEMENT AUX ASSOCIATIONS ET AUTRES ORGANISMES;AIDES AUX ASSOCIATIONS (NON CLASSEES AILLEURS)
VILLE;1;2008;F;D;61523;824;3128,74; ENTRETIEN ET REPARATIONS VOIES ET RESEAUX;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
VILLE;1;2008;I;D;2312;26;50466,79; IMMOBILISATIONS EN COURS TERRAINS;CIMETIERES ET POMPES FUNEBRES
VILLE;1;2008;F;D;60223;20;247002,21; FOURNITURES DES ATELIERS MUNICIPAUX;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;1;2008;F;D;60632;22;4060,44; FOURNITURES DE PETIT EQUIPEMENT;ADMINISTRATION GENERALE DE L'ETAT
VILLE;1;2008;F;R;758;412;38840,55; Produits divers de gestion cou;STADES
VILLE;1;2008;F;D;64111;822;4077147,91; REMUNERATION PRINCIPALE PERSONNEL TITULAIRE;VOIRIE COMMUNALE ET ROUTES
VILLE;1;2008;F;D;6065;323;165,11; LIVRES DISQUES CASSETTES;ARCHIVES
VILLE;1;2008;I;R;1323;213;306580,8; SUBV EQUIP NON TRANSF DEPARTE;CLASSES REGROUPEES
VILLE;1;2008;F;D;6451;823;938286,25; COTISATIONS A L'URSSAF;ESPACES VERTS URBAINS
VILLE;1;2008;F;D;60631;823;31589,7; FOURNITURES D'ENTRETIEN;ESPACES VERTS URBAINS
VILLE;1;2008;F;D;60636;112;96081,76; VETEMENTS DE TRAVAIL;POLICE MUNICIPALE
VILLE;1;2008;I;R;2138;824;251,5; AUTRES CONSTRUCTIONS;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
VILLE;1;2008;F;R;7711;422;8850; DEDITS ET PENALITES PERCUS;AUTRES ACTIVITES POUR LES JEUNES
VILLE;1;2008;I;D;2188;412;135031,26; AUTRES IMMOBILISATIONS CORPORELLES AUTRES;STADES
VILLE;1;2008;I;R;1321;822;298350,5; SUBVENTIONS D' EQUIP NON TRANSFERABLES  ETAT & ETABLISSEMENT NATIONAUX;VOIRIE COMMUNALE ET ROUTES
VILLE;1;2008;F;D;64111;30;362538,17; REMUNERATION PRINCIPALE PERSONNEL TITULAIRE;SERVICES COMMUNS
VILLE;1;2008;F;D;6156;421;1614,98; MAINTENANCE;CENTRES DE LOISIRS
VILLE;1;2008;F;D;6282;64;2920,8; FRAIS DE GARDIENNAGE;CRECHES ET GARDERIES
VILLE;1;2008;F;R;74833;;1918004; ATTRIBUTIONS ETAT COMPENSATION AU TITRE DE LA TAXE PROFESSIONNELLE;
VILLE;1;2008;F;D;6135;112;4144,76; LOCATIONS MOBILIERES;POLICE MUNICIPALE
VILLE;1;2008;F;D;6236;212;23404,53; CATALOGUES ET IMPRIMES;ECOLES PRIMAIRES
VILLE;1;2008;F;D;6241;211;10552,31; TRANSPORT DE BIENS;ECOLES MATERNELLES
VILLE;1;2008;F;D;6042;824;1949,09; ACHATS DE PRESTATIONS DE SERVICES AUTRES QUE TERRAINS A AMENAGER;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
VILLE;1;2008;F;D;64112;823;165233,93; NBI, SUPPLEMENT FAMILIAL DE TRAITEMENT ET INDEMNITE DE RESIDENCE;ESPACES VERTS URBAINS
VILLE;1;2008;F;D;60628;64;19428,36; AUTRES FOURNITURES NON STOCKEES;CRECHES ET GARDERIES
VILLE;1;2008;F;R;758;814;10655,5; Produits divers de gestion cou;ECLAIRAGE PUBLIC
VILLE;1;2008;F;D;64731;23;14045; ALLOC CHOM;INFORMATION, COMMUNICATION, PUBLICITE
VILLE;1;2008;F;D;60631;26;1306,86; FOURNITURES D'ENTRETIEN;CIMETIERES ET POMPES FUNEBRES
VILLE;1;2008;I;D;2033;322;2446,06; FRAIS D'INSERTION;MUSEES
VILLE;1;2008;F;D;678;22;60; AUTRES CHARGES EXCEPTIONNELLES;ADMINISTRATION GENERALE DE L'ETAT
VILLE;1;2008;F;D;6262;823;10369,42; FRAIS DE TELECOMMUNICATIONS;ESPACES VERTS URBAINS
VILLE;1;2008;F;D;6282;421;232,36; FRAIS DE GARDIENNAGE;CENTRES DE LOISIRS
VILLE;1;2008;F;D;6282;30;17630,24; FRAIS DE GARDIENNAGE;SERVICES COMMUNS
VILLE;1;2008;F;D;6042;91;56531,83; ACHATS DE PRESTATIONS DE SERVICES AUTRES QUE TERRAINS A AMENAGER;FOIRES ET MARCHES
VILLE;1;2008;F;D;6238;422;63433,08; DIVERS;AUTRES ACTIVITES POUR LES JEUNES
VILLE;1;2008;F;D;6042;48;47,84; ACHATS DE PRESTATIONS DE SERVICES AUTRES QUE TERRAINS A AMENAGER;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
VILLE;1;2008;F;D;60612;211;718443,89; ENERGIE ET ELECTRICITE;ECOLES MATERNELLES
VILLE;1;2008;F;D;64131;30;193585,51; REMUNERATION;SERVICES COMMUNS
VILLE;1;2008;F;D;615232;823;2185528,57; ENTRETIEN ET REP RESEAUX;ESPACES VERTS URBAINS
VILLE;1;2008;F;D;6135;422;28101,2; LOCATIONS MOBILIERES;AUTRES ACTIVITES POUR LES JEUNES
VILLE;1;2008;F;D;64831;22;3975,19; INDEMNITES AUX AGENTS;ADMINISTRATION GENERALE DE L'ETAT
VILLE;1;2008;F;D;6042;20;392410,01; ACHATS DE PRESTATIONS DE SERVICES AUTRES QUE TERRAINS A AMENAGER;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;1;2008;F;D;6475;20;469267,79; MEDECINE DU TRAVAIL, PHARMACIE;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;1;2008;F;D;611;251;4546,48; CONTRATS DE PRESTATIONS DE SERVICES AVEC DES ENTREPRISES;HEBERGEMENT ET RESTAURATION SCOLAIRE
VILLE;1;2008;F;D;6132;421;8136,8; LOCATIONS IMMOBILIERES;CENTRES DE LOISIRS
VILLE;1;2008;I;D;2188;24;51012,92; AUTRES IMMOBILISATIONS CORPORELLES AUTRES;FETES ET CEREMONIES
VILLE;1;2008;I;D;192;;1403521,07; REALISATIONS POSTERIEURES AU 01/01/1997;
VILLE;1;2008;F;D;64111;23;493438,35; REMUNERATION PRINCIPALE PERSONNEL TITULAIRE;INFORMATION, COMMUNICATION, PUBLICITE
VILLE;1;2008;F;D;651;112;2180; REDEVANCE POUR CONCESSIONS BREVETS LICENCES PROCEDES DROITS ET VALEURS SIMILAIRE;POLICE MUNICIPALE
VILLE;1;2008;F;D;6188;23;336941,31; AUTRES FRAIS DIVERS;INFORMATION, COMMUNICATION, PUBLICITE
VILLE;1;2008;F;R;70328;91;1723391,38; AUTRES DROITS DE STATIONNEMENT ET DE LOCATION;FOIRES ET MARCHES
VILLE;1;2008;F;D;64131;810;15127,77; REMUNERATION;SERVICES COMMUNS
VILLE;1;2008;F;R;7718;90;4456,3; AUTRES PRODUITS EXCEPTIONNELS SUR OPERATIONS DE GESTION;INTERVENTIONS ECONOMIQUES
VILLE;1;2008;I;D;2042;25;279208,3; SUBVENTIONS EQUIPEMENT AUX PERSONNES DE DROIT PRIVE;AIDES AUX ASSOCIATIONS (NON CLASSEES AILLEURS)
VILLE;1;2008;I;R;1318;824;45000; SUBV EQUIP TRANSF AUTRES;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
VILLE;1;2008;F;R;70321;91;66563; DROITS DE STATIONNEMENT ET DE LOCATION SUR LA VOIE PUBLIQUE;FOIRES ET MARCHES
VILLE;1;2008;F;D;60612;823;108065,01; ENERGIE ET ELECTRICITE;ESPACES VERTS URBAINS
VILLE;1;2008;F;D;6156;211;41834,84; MAINTENANCE;ECOLES MATERNELLES
VILLE;1;2008;I;D;2313;421;47919,91; IMMOBILISATIONS EN COURS CONSTRUCTION;CENTRES DE LOISIRS
VILLE;1;2008;F;R;758;212;228467,52; Produits divers de gestion cou;ECOLES PRIMAIRES
VILLE;1;2008;F;R;70688;91;1424,8; AUTRES PRESTATIONS DE SERVICES;FOIRES ET MARCHES
VILLE;1;2008;F;D;6453;22;522396,72; COTISATIONS AUX CAISSES DE RETRAITES;ADMINISTRATION GENERALE DE L'ETAT
VILLE;1;2008;F;D;6064;112;18729,31; FOURNITURES ADMINISTRATIVES;POLICE MUNICIPALE
VILLE;1;2008;F;R;7066;20;114889; REDEVANCES ET DROITS DES SERVICES A CARACTERE SOCIAL;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;1;2008;F;D;6232;91;158,95; FETES ET CEREMONIES;FOIRES ET MARCHES
VILLE;1;2008;F;D;6156;823;70135,19; MAINTENANCE;ESPACES VERTS URBAINS
VILLE;1;2008;F;R;7718;422;2309,14; AUTRES PRODUITS EXCEPTIONNELS SUR OPERATIONS DE GESTION;AUTRES ACTIVITES POUR LES JEUNES
VILLE;1;2008;F;D;60631;30;2943,78; FOURNITURES D'ENTRETIEN;SERVICES COMMUNS
VILLE;1;2008;I;D;2313;251;462231,07; IMMOBILISATIONS EN COURS CONSTRUCTION;HEBERGEMENT ET RESTAURATION SCOLAIRE
VILLE;1;2008;I;R;1321;20;750000; SUBVENTIONS D' EQUIP NON TRANSFERABLES  ETAT & ETABLISSEMENT NATIONAUX;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;1;2008;F;D;6331;816;6377,15; VERSEMENT DE TRANSPORT;AUTRES RESEAUX ET SERVICES DIVERS
VILLE;1;2008;F;D;61523;816;361754,67; ENTRETIEN ET REPARATIONS VOIES ET RESEAUX;AUTRES RESEAUX ET SERVICES DIVERS
VILLE;1;2008;F;R;7311;;140197042; CONTRIBUTIONS DIRECTES;
VILLE;1;2008;F;D;6135;90;77269,53; LOCATIONS MOBILIERES;INTERVENTIONS ECONOMIQUES
VILLE;1;2008;F;R;757;90;130028,21; REDEVANCES VERSEES PAR LES FERMIERS ET CONCESSIONNAIRES;INTERVENTIONS ECONOMIQUES
VILLE;1;2008;F;D;64111;821;786718,45; REMUNERATION PRINCIPALE PERSONNEL TITULAIRE;EQUIPEMENTS DE VOIRIE
VILLE;1;2008;F;D;6238;26;4109,79; DIVERS;CIMETIERES ET POMPES FUNEBRES
VILLE;1;2008;F;D;62841;415;1618; REDEVANCES ARCHEOLOGIE PREVENTIVE;MANIFESTATIONS SPORTIVES
VILLE;1;2008;I;R;192;;3422853,09; REALISATIONS POSTERIEURES AU 01/01/1997;
VILLE;1;2008;F;D;6231;40;3290,95; ANNONCES ET INSERTIONS;SERVICES COMMUNS
VILLE;1;2008;F;D;6064;421;2009,89; FOURNITURES ADMINISTRATIVES;CENTRES DE LOISIRS
VILLE;1;2008;F;D;63512;20;1202521,28; TAXES FONCIERES;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;1;2008;F;D;6236;820;21666,26; CATALOGUES ET IMPRIMES;SERVICES COMMUNS
VILLE;1;2008;F;D;6231;813;3331,74; ANNONCES ET INSERTIONS;PROPRETE URBAINE
VILLE;1;2008;F;D;64112;421;1662,09; NBI, SUPPLEMENT FAMILIAL DE TRAITEMENT ET INDEMNITE DE RESIDENCE;CENTRES DE LOISIRS
VILLE;1;2008;F;D;60628;415;1972,96; AUTRES FOURNITURES NON STOCKEES;MANIFESTATIONS SPORTIVES
VILLE;1;2008;F;D;6228;816;2988,16; DIVERS;AUTRES RESEAUX ET SERVICES DIVERS
VILLE;1;2008;F;D;6262;33;3605,04; FRAIS DE TELECOMMUNICATIONS;ACTION CULTURELLE
VILLE;1;2008;F;D;60636;251;27551,87; VETEMENTS DE TRAVAIL;HEBERGEMENT ET RESTAURATION SCOLAIRE
VILLE;1;2008;F;D;60636;40;9824,05; VETEMENTS DE TRAVAIL;SERVICES COMMUNS
VILLE;1;2008;F;R;7718;251;1435,06; AUTRES PRODUITS EXCEPTIONNELS SUR OPERATIONS DE GESTION;HEBERGEMENT ET RESTAURATION SCOLAIRE
VILLE;1;2008;I;D;2313;30;43127,76; IMMOBILISATIONS EN COURS CONSTRUCTION;SERVICES COMMUNS
VILLE;1;2008;F;D;617;26;215,28; ETUDES ET RECHERCHES;CIMETIERES ET POMPES FUNEBRES
VILLE;1;2008;F;D;60636;12;595,21; VETEMENTS DE TRAVAIL;HYGIENE ET SALUBRITE PUBLIQUE
VILLE;1;2008;F;D;6331;211;99978,57; VERSEMENT DE TRANSPORT;ECOLES MATERNELLES
VILLE;1;2008;F;D;64111;312;110454,18; REMUNERATION PRINCIPALE PERSONNEL TITULAIRE;ARTS PLASTIQUES ET AUTRES ACTIVITES ARTISTIQUES
VILLE;1;2008;I;D;2312;91;46881,14; IMMOBILISATIONS EN COURS TERRAINS;FOIRES ET MARCHES
VILLE;1;2008;F;D;6714;422;16340; CHARGES EXCEPTIONNELLES SUR BOURSES ET PRIX;AUTRES ACTIVITES POUR LES JEUNES
VILLE;1;2008;I;D;2128;324;39135,82; AUTRES AGENCEMENTS ET AMENAGEMENTS;ENTRETIEN DU PATRIMOINE CULTUREL
VILLE;1;2008;F;D;61523;23;332,75; ENTRETIEN ET REPARATIONS VOIES ET RESEAUX;INFORMATION, COMMUNICATION, PUBLICITE
VILLE;1;2008;F;D;61558;823;7468,37; ENTRETIEN ET REPARATIONS AUTRES BIENS MOBILIERS;ESPACES VERTS URBAINS
VILLE;1;2008;F;D;6247;421;35505,7; TRANSPORT COLLECTIF;CENTRES DE LOISIRS
VILLE;1;2008;F;D;64112;12;6695,99; NBI, SUPPLEMENT FAMILIAL DE TRAITEMENT ET INDEMNITE DE RESIDENCE;HYGIENE ET SALUBRITE PUBLIQUE
VILLE;1;2008;F;D;6331;824;3505,42; VERSEMENT DE TRANSPORT;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
VILLE;1;2008;I;R;1328;213;1450000; SUBV D EQUIPEMENT AUTRES;CLASSES REGROUPEES
VILLE;1;2008;I;D;1641;;2827400,62; REAMENAGEMENT DETTE;
VILLE;1;2008;I;D;2183;91;426,37; AUTRES IMMOBILISATIONS CORPORELLES MATERIEL DE BUREAU ET INFORMATIQUE;FOIRES ET MARCHES
VILLE;1;2008;F;D;60628;30;12936,93; AUTRES FOURNITURES NON STOCKEES;SERVICES COMMUNS
VILLE;1;2008;F;D;60611;412;19820; EAU ET ASSAINISSSEMENT;STADES
VILLE;1;2008;F;D;6241;48;812,49; TRANSPORT DE BIENS;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
VILLE;1;2008;F;R;7362;;962422,19; TAXES DE SEJOUR;
VILLE;1;2008;F;D;60628;814;146747,13; AUTRES FOURNITURES NON STOCKEES;ECLAIRAGE PUBLIC
VILLE;1;2008;I;D;2312;414;296557,79; IMMOBILISATIONS EN COURS TERRAINS;AUTRES EQUIPEMENTS SPORTIFS OU DE LOISIR
VILLE;1;2008;F;D;60628;411;65257,22; AUTRES FOURNITURES NON STOCKEES;SALLES DE SPORT, GYMNASES
VILLE;1;2008;F;D;60621;20;71498,62; COMBUSTIBLES;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;1;2008;F;D;64131;422;235593,95; REMUNERATION;AUTRES ACTIVITES POUR LES JEUNES
VILLE;1;2008;I;D;2315;810;2344480,98; IMMOBILISATIONS EN COURS INSTALLATIONS MATERIEL ET OUTILLAGE TECHNIQUE;SERVICES COMMUNS
VILLE;1;2008;F;R;7067;251;3184738; REDEVANCES ET DROITS DES SERVICES PERISCOLAIRES ET D ENSEIGNEMENT;HEBERGEMENT ET RESTAURATION SCOLAIRE
VILLE;1;2008;I;D;2138;824;2821000,7; AUTRES CONSTRUCTIONS;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
VILLE;1;2008;F;D;614;12;510,14; CHARGES LOCATIVES ET DE COPROPRIETE;HYGIENE ET SALUBRITE PUBLIQUE
VILLE;1;2008;F;D;6135;40;49602,07; LOCATIONS MOBILIERES;SERVICES COMMUNS
VILLE;1;2008;F;D;611;40;5917,4; CONTRATS DE PRESTATIONS DE SERVICES AVEC DES ENTREPRISES;SERVICES COMMUNS
VILLE;1;2008;F;D;6488;820;76929; AUTRES CHARGES;SERVICES COMMUNS
VILLE;1;2008;I;D;2188;22;55559,59; AUTRES IMMOBILISATIONS CORPORELLES AUTRES;ADMINISTRATION GENERALE DE L'ETAT
VILLE;1;2008;F;D;6451;421;44263,54; COTISATIONS A L'URSSAF;CENTRES DE LOISIRS
VILLE;1;2008;F;R;70878;823;1214,37; REMBOURSEMENT DE FRAIS PAR D'AUTRES REDEVABLES;ESPACES VERTS URBAINS
VILLE;1;2008;F;D;6532;90;7771,04; FRAIS DE MISSIONS MAIRES ADJOINTS CONSEILLERS;INTERVENTIONS ECONOMIQUES
VILLE;1;2008;F;D;6135;251;59218,14; LOCATIONS MOBILIERES;HEBERGEMENT ET RESTAURATION SCOLAIRE
VILLE;1;2008;F;D;60632;48;4240,88; FOURNITURES DE PETIT EQUIPEMENT;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
VILLE;1;2008;F;D;6064;810;4754,86; FOURNITURES ADMINISTRATIVES;SERVICES COMMUNS
VILLE;1;2008;I;D;2182;814;153207,6; AUTRES IMMOBILISATIONS CORPORELLES MATERIEL DE TRANSPORT;ECLAIRAGE PUBLIC
VILLE;1;2008;F;D;6156;816;23429,31; MAINTENANCE;AUTRES RESEAUX ET SERVICES DIVERS
VILLE;1;2008;F;D;615232;251;1911,99; ENTRETIEN ET REP RESEAUX;HEBERGEMENT ET RESTAURATION SCOLAIRE
VILLE;1;2008;F;D;6233;30;231394,21; FOIRES ET EXPOSITIONS;SERVICES COMMUNS
VILLE;1;2008;F;D;60631;323;431,4; FOURNITURES D'ENTRETIEN;ARCHIVES
VILLE;1;2008;F;R;70688;26;1225,85; AUTRES PRESTATIONS DE SERVICES;CIMETIERES ET POMPES FUNEBRES
VILLE;1;2008;F;D;6711;211;664,36; CHARGES EXCEPTIONNELLES POUR INTERETS MORATOIRES ET PENALITES SUR MARCHES;ECOLES MATERNELLES
VILLE;1;2008;F;D;6262;211;68870,43; FRAIS DE TELECOMMUNICATIONS;ECOLES MATERNELLES
VILLE;1;2008;F;D;6615;;297106,22; INTERETS DES COMPTES COURANTS ET DE DEPOTS CREDITEURS;
VILLE;1;2008;F;D;6231;12;924,75; ANNONCES ET INSERTIONS;HYGIENE ET SALUBRITE PUBLIQUE
VILLE;1;2008;F;D;64111;824;195604,86; REMUNERATION PRINCIPALE PERSONNEL TITULAIRE;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
VILLE;1;2008;I;D;202;20;8950,71; FRAIS D'ETUDES,D'ELABORATION,DE MODIFICATIONS DES DOC. D'URBANISME;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;1;2008;I;D;16441;;16900000; EMPRUNT ASSORTI TIRAGE SUR LIGNE DE TRESORERIE;
VILLE;1;2008;I;D;2184;520;33768,17; AUTRES IMMOBILISATIONS CORPORELLES MOBILIER;SERVICES COMMUNS
VILLE;1;2008;F;R;7788;22;18; PRODUITS EXCEPTIONNELS DIVERS;ADMINISTRATION GENERALE DE L'ETAT
VILLE;1;2008;F;D;6244;824;291,97; TRANSPORTS ADMINISTRATIFS;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
VILLE;1;2008;F;R;7788;91;990; PRODUITS EXCEPTIONNELS DIVERS;FOIRES ET MARCHES
VILLE;1;2008;F;R;768;;543160,74; AUTRES PRODUITS FINANCIERS;
VILLE;1;2008;F;D;64112;211;185893,09; NBI, SUPPLEMENT FAMILIAL DE TRAITEMENT ET INDEMNITE DE RESIDENCE;ECOLES MATERNELLES
VILLE;1;2008;F;D;6188;20;175161,82; AUTRES FRAIS DIVERS;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;1;2008;F;D;6238;415;5340,5; DIVERS;MANIFESTATIONS SPORTIVES
VILLE;1;2008;I;D;2184;213;27656,22; AUTRES IMMOBILISATIONS CORPORELLES MOBILIER;CLASSES REGROUPEES
VILLE;1;2008;F;D;6453;24;224544,79; COTISATIONS AUX CAISSES DE RETRAITES;FETES ET CEREMONIES
VILLE;1;2008;I;D;2188;12;2638,41; AUTRES IMMOBILISATIONS CORPORELLES AUTRES;HYGIENE ET SALUBRITE PUBLIQUE
VILLE;1;2008;F;D;6188;24;32734,25; AUTRES FRAIS DIVERS;FETES ET CEREMONIES
VILLE;1;2008;F;R;74718;22;196538,01; AUTRES;ADMINISTRATION GENERALE DE L'ETAT
VILLE;1;2008;F;D;6262;112;71969,83; FRAIS DE TELECOMMUNICATIONS;POLICE MUNICIPALE
VILLE;1;2008;F;D;6331;821;14823,38; VERSEMENT DE TRANSPORT;EQUIPEMENTS DE VOIRIE
VILLE;1;2008;F;D;615221;20;230295,74; ENTRETIEN ET REP BAT PUBLICS;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;1;2008;F;D;615221;64;185143,84; ENTRETIEN ET REP BAT PUBLICS;CRECHES ET GARDERIES
VILLE;1;2008;F;D;6262;421;734,73; FRAIS DE TELECOMMUNICATIONS;CENTRES DE LOISIRS
VILLE;1;2008;F;D;64112;810;4271,23; NBI, SUPPLEMENT FAMILIAL DE TRAITEMENT ET INDEMNITE DE RESIDENCE;SERVICES COMMUNS
VILLE;1;2008;F;D;6256;20;75961,26; MISSIONS;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;1;2008;F;D;6226;112;6788,19; HONORAIRES;POLICE MUNICIPALE
VILLE;1;2008;F;D;6561;;244981,48; FRAIS DE PERSONNEL;
VILLE;1;2008;F;D;637;23;1737,62; AUTRES IMPOTS TAXES ET VERSTS ASSIMILES (AUTRES ORGANISMES);INFORMATION, COMMUNICATION, PUBLICITE
VILLE;1;2008;F;R;7788;824;762; PRODUITS EXCEPTIONNELS DIVERS;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
VILLE;1;2008;F;D;611;323;13623,16; CONTRATS DE PRESTATIONS DE SERVICES AVEC DES ENTREPRISES;ARCHIVES
VILLE;1;2008;F;D;6238;251;342,26; DIVERS;HEBERGEMENT ET RESTAURATION SCOLAIRE
VILLE;1;2008;F;D;611;90;1473494,72; CONTRATS DE PRESTATIONS DE SERVICES AVEC DES ENTREPRISES;INTERVENTIONS ECONOMIQUES
VILLE;1;2008;F;R;7788;822;350817,92; PRODUITS EXCEPTIONNELS DIVERS;VOIRIE COMMUNALE ET ROUTES
VILLE;1;2008;F;D;6232;48;117108,71; FETES ET CEREMONIES;AUTRES ACTIONS DE COOPERATION DECENTRALISEE
VILLE;1;2008;F;D;64118;823;1403793,04; AUTRES INDEMNITES PERSONNEL TITULAIRE;ESPACES VERTS URBAINS
VILLE;1;2008;I;R;1322;824;13156; SUBVENTIONS D'EQUIPEMENT NON TRANSFERABLES REGIONS;AUTRES OPERATIONS D'AMENAGEMENT URBAIN
VILLE;1;2008;F;D;6451;12;78070,28; COTISATIONS A L'URSSAF;HYGIENE ET SALUBRITE PUBLIQUE
VILLE;1;2008;I;D;2033;816;1400,59; FRAIS D'INSERTION;AUTRES RESEAUX ET SERVICES DIVERS
VILLE;1;2008;F;R;7088;422;1789,01; AUTRES PRODUITS D ACTIVITES ANNEXES;AUTRES ACTIVITES POUR LES JEUNES
VILLE;1;2008;F;D;6574;20;444000; SUBVENTIONS DE FONCTIONNEMENT AUX ASSOCIATIONS ET AUTRES ORGANISMES;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;1;2008;F;R;7718;112;2477,22; AUTRES PRODUITS EXCEPTIONNELS SUR OPERATIONS DE GESTION;POLICE MUNICIPALE
VILLE;1;2008;F;D;6226;520;1231; HONORAIRES;SERVICES COMMUNS
VILLE;1;2008;F;D;6288;20;38753,49; AUTRES;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;1;2008;F;D;64131;112;147538,68; REMUNERATION;POLICE MUNICIPALE
VILLE;1;2008;F;D;6451;211;1162233,5; COTISATIONS A L'URSSAF;ECOLES MATERNELLES
VILLE;1;2008;F;D;6453;312;34611,3; COTISATIONS AUX CAISSES DE RETRAITES;ARTS PLASTIQUES ET AUTRES ACTIVITES ARTISTIQUES
VILLE;1;2008;F;D;61558;415;1200,54; ENTRETIEN ET REPARATIONS AUTRES BIENS MOBILIERS;MANIFESTATIONS SPORTIVES
VILLE;1;2008;I;D;2312;212;197963,23; IMMOBILISATIONS EN COURS TERRAINS;ECOLES PRIMAIRES
VILLE;1;2008;F;R;758;822;109378,16; Produits divers de gestion cou;VOIRIE COMMUNALE ET ROUTES
VILLE;1;2008;F;D;64111;20;8527265,6; REMUNERATION PRINCIPALE PERSONNEL TITULAIRE;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;1;2008;F;D;6064;823;11804,64; FOURNITURES ADMINISTRATIVES;ESPACES VERTS URBAINS
VILLE;1;2008;I;R;28182;;864689,11; MATERIEL DE TRANSPORT;
VILLE;1;2008;F;D;6238;823;43776,24; DIVERS;ESPACES VERTS URBAINS
VILLE;1;2008;F;R;6459;20;185861,55; REMBOURSEMENT SUR CHARGES DE SECURITE SOCIALE & PREVOYANCE;ADMINISTRATION GENERALE DE LA COLLECTIVITE
VILLE;1;2008;I;D;2315;823;2585,75; IMMOBILISATIONS EN COURS INSTALLATIONS MATERIEL ET OUTILLAGE TECHNIQUE;ESPACES VERTS URBAINS
VILLE;1;2008;F;D;6237;30;24090; PUBLICATIONS;SERVICES COMMUNS
