Code Nature Chapitre;Libellé Nature Chapitre;Libellé court Nature Chapitre;Type de chapitre;Section;Spécial;Année;Norme;Plan comptable;Entité
68;Dotations aux amortissements et aux provisions;Dotations amortissements et provisions;C;F;0;2022;M61;M61-M61;Service départemental d'incendie et de secours
23;Immobilisations en cours;Immobilisations en cours;C;I;0;2022;M61;M61-M61;Service départemental d'incendie et de secours
67;Charges exceptionnelles;Charges exceptionnelles;C;F;0;2013;M4;M4-M43_A;Services publics locaux de transport de personnes (Plan abregé)
21;Immobilisations corporelles;Immobilisations corporelles;C;I;0;2017;M14;M14-M14_CCAS_INF3500;CCAS (Centre communal d'action sociale) communes de moins de 3500 habitants
75;Autres produits de gestion courante;Autres produits de gestion courante;C;F;0;2018;M14;M14-M14_COM_SUP3500;Communes de plus de 3500 habitants
68;Dotations aux provisions et aux dépréciations;Dotations aux provisions et dépréciat°;C;F;0;2020;M4;M4-M42;Services publics des abattoirs
020;Dépenses imprévues;Dépenses imprévues;L;I;0;2018;M4;M4-M42;Services publics des abattoirs
65;Autres charges de gestion courante;Autres charges de gestion courante;C;F;0;2013;M14;M14-M14_CCAS_SUP3500;CCAS (Centre communal d'action sociale) communes de plus de 3500 habitants
13;Subventions d'investissement;Subventions d'investissement;C;I;0;2015;M14;M14-M14_CCAS_SUP3500;CCAS (Centre communal d'action sociale) communes de plus de 3500 habitants
040;Opérations d'ordre de transfert entre sections;Opérat° ordre transfert entre sections;G;I;0;2019;M14;M14-M14_COM_500_3500;Communes avec entre 500 et 3500 habitants
45612;Opérations d'investissement sur établissements d'enseignement remis à la région;Opérat° invest. établist enseignt région;C;I;0;2014;M14;M14-M14_COM_500_3500;Communes avec entre 500 et 3500 habitants
10;Dotations, fonds divers et réserves;Dotations, fonds divers et réserves;C;I;0;2020;M4;M4-M4;Services publics locaux à caractère industriel et commercial
21;Immobilisations corporelles;Immobilisations corporelles;C;I;0;2015;M57;M57-M57;Métropoles et collectivités territoriales uniques
013;Atténuations de charges;Atténuations de charges;G;F;0;2022;M14;M14-M14_COM_INF500;Communes de moins de 500 habitants
10;Dotations, fonds divers et réserves;Dotations, fonds divers et réserves;C;I;0;2013;M14;M14-M14_CE;Caisses des écoles
001;Solde d'exécution de la section d'investissement reporté;Solde exécution invest. reporté;L;I;0;2022;M4;M4-M44;Etablissements publics fonciers locaux
45612;Opérations d'investissement sur établissements d'enseignement remis à la région;Opérat° invest. établist enseignt région;C;I;0;2013;M14;M14-M14_COM_SUP3500;Communes de plus de 3500 habitants
043;Opérations d'ordre à l'intérieur de la section de fonctionnement;Opérat° ordre intérieur de la section;G;F;0;2018;M4;M4-M41;Services publics de distribution d'énergie électrique et gazière
66;Charges financières;Charges financières;C;F;0;2014;M4;M4-M43_D;Services publics locaux de transport de personnes (Plan développé)
70;Ventes de produits fabriqués, prestations de services, marchandises;Ventes produits fabriqués, prestations;C;F;0;2015;M4;M4-M49_D;Services publics d'assainissement et de distribution d'eau potable (Plan développé)
015;Revenu minimum d'insertion;Revenu minimum d'insertion;G;F;1;2015;M52;M52-M52;Départements
204;Subventions d'équipement versées;Subventions d'équipement versées;C;I;0;2019;M14;M14-M14_COM_INF500;Communes de moins de 500 habitants
023;Virement à la section d'investissement;Virement à la section d'investissement;L;F;0;2023;M14;M14-M14_COM_500_3500;Communes avec entre 500 et 3500 habitants
013;Atténuations de charges;Atténuations de charges;G;F;0;2018;M71;M71-M71;Régions
043;Opérations d'ordre à l'intérieur de la section de fonctionnement;Opérat° ordre intérieur de la section;G;F;0;2020;M14;M14-M14_CE;Caisses des écoles
76;Produits financiers;Produits financiers;C;F;0;2021;M4;M4-M49_A;Services publics d'assainissement et de distribution d'eau potable (Plan abregé)
20;Immobilisations incorporelles;Immobilisations incorporelles;C;I;0;2019;M61;M61-M61;Service départemental d'incendie et de secours
022;Dépenses imprévues;Dépenses imprévues;L;F;0;2019;M4;M4-M41;Services publics de distribution d'énergie électrique et gazière
16;Emprunts et dettes assimilées;Emprunts et dettes assimilées;C;I;0;2019;M57;M57-M57;Métropoles et collectivités territoriales uniques
041;Opérations patrimoniales;Opérations patrimoniales;G;I;0;2019;M4;M4-M42;Services publics des abattoirs
77;Produits spécifiques;Produits spécifiques;C;F;0;2023;M57;M57-M57_P;
70;Ventes de produits fabriqués, prestations de services, marchandises;Ventes produits fabriqués, prestations;C;F;0;2014;M4;M4-M41;Services publics de distribution d'énergie électrique et gazière
22;Immobilisations reçues en affectation ou en concession;Immobilisations reçues en affectation;C;I;0;2013;M4;M4-M41;Services publics de distribution d'énergie électrique et gazière
4541;Travaux effectués d'office pour le compte de tiers;Travaux effectués d'office;C;I;0;2020;M14;M14-M14_COM_500_3500;Communes avec entre 500 et 3500 habitants
13;Subventions d'investissement;Subventions d'investissement;C;I;0;2018;M14;M14-M14_COM_SUP3500;Communes de plus de 3500 habitants
73;Produits issus de la fiscalité;Produits issus de la fiscalité;C;F;0;2017;M4;M4-M43_A;Services publics locaux de transport de personnes (Plan abregé)
022;Dépenses imprévues;Dépenses imprévues;L;F;0;2016;M4;M4-M4;Services publics locaux à caractère industriel et commercial
043;Opérations d'ordre à l'intérieur de la section de fonctionnement;Opérat° ordre intérieur de la section;G;F;0;2014;M4;M4-M4;Services publics locaux à caractère industriel et commercial
65;Autres charges de gestion courante;Autres charges de gestion courante;C;F;0;2014;M52;M52-M52;Départements
024;Produits des cessions d'immobilisations;Produits des cessions d'immobilisations;L;I;0;2021;M14;M14-M14_COM_INF500;Communes de moins de 500 habitants
001;Solde d'exécution de la section d'investissement reporté;Solde exécution invest. reporté;L;I;0;2019;M4;M4-M43_D;Services publics locaux de transport de personnes (Plan développé)
040;Opérations d'ordre de transfert entre sections;Opérat° ordre transfert entre sections;G;I;0;2016;M71;M71-M71;Régions
27;Autres immobilisations financières;Autres immobilisations financières;C;I;0;2013;M4;M4-M49_A;Services publics d'assainissement et de distribution d'eau potable (Plan abregé)
67;Charges exceptionnelles;Charges exceptionnelles;C;F;0;2021;M14;M14-M14_CCAS_SUP3500;CCAS (Centre communal d'action sociale) communes de plus de 3500 habitants
012;Charges de personnel et frais assimilés;Charges de personnel, frais assimilés;G;F;0;2018;M4;M4-M41;Services publics de distribution d'énergie électrique et gazière
011;Charges à caractère général;Charges à caractère général;G;F;0;2021;M14;M14-M14_CCAS_INF3500;CCAS (Centre communal d'action sociale) communes de moins de 3500 habitants
77;Produits exceptionnels;Produits exceptionnels;C;F;0;2023;M14;M14-M14_CCAS_INF3500;CCAS (Centre communal d'action sociale) communes de moins de 3500 habitants
45611;Opérations d'investissement sur établissements d'enseignement remis à la région;Opérat° invest. établist enseignt région;C;I;0;2020;M14;M14-M14_COM_SUP3500;Communes de plus de 3500 habitants
22;Immobilisations reçues en affectation;Immobilisations reçues en affectation;C;I;0;2019;M14;M14-M14_COM_SUP3500;Communes de plus de 3500 habitants
74;Subventions d'exploitation;Subventions d'exploitation;C;F;0;2022;M4;M4-M44;Etablissements publics fonciers locaux
74;Subventions d'exploitation;Subventions d'exploitation;C;F;0;2016;M4;M4-M41;Services publics de distribution d'énergie électrique et gazière
22;Immobilisations reçues en affectation;Immobilisations reçues en affectation;C;I;0;2022;M14;M14-M14_CCAS_INF3500;CCAS (Centre communal d'action sociale) communes de moins de 3500 habitants
26;Participations et créances rattachées à des participations;Participations et créances rattachées;C;I;0;2018;M61;M61-M61;Service départemental d'incendie et de secours
4541;Travaux effectués d'office;Travaux effectués d'office;C;I;0;2022;M71;M71-M71;Régions
002;Résultat de fonctionnement reporté;Résultat de fonctionnement reporté;L;F;0;2019;M14;M14-M14_COM_SUP3500;Communes de plus de 3500 habitants
040;Opérations d'ordre de transfert entre sections;Opérat° ordre transfert entre sections;G;I;0;2014;M4;M4-M49_A;Services publics d'assainissement et de distribution d'eau potable (Plan abregé)
013;Atténuations de charges;Atténuations de charges;G;F;0;2019;M4;M4-M44;Etablissements publics fonciers locaux
020;Dépenses imprévues;Dépenses imprévues;L;I;0;2021;M14;M14-M14_COM_INF500;Communes de moins de 500 habitants
204;Subventions d'équipement versées;Subventions d'équipement versées;C;I;0;2018;M52;M52-M52;Départements
77;Produits exceptionnels;Produits exceptionnels;C;F;0;2023;M4;M4-M4;Services publics locaux à caractère industriel et commercial
77;Produits exceptionnels;Produits exceptionnels;C;F;0;2022;M14;M14-M14_COM_500_3500;Communes avec entre 500 et 3500 habitants
74;Contributions et participations;Contributions et participations;C;F;0;2013;M61;M61-M61;Service départemental d'incendie et de secours
23;Immobilisations en cours;Immobilisations en cours;C;I;0;2023;M14;M14-M14_CCAS_INF3500;CCAS (Centre communal d'action sociale) communes de moins de 3500 habitants
001;Solde d'exécution de la section d'investissement reporté;Solde exécution invest. reporté;L;I;0;2013;M14;M14-M14_CE;Caisses des écoles
21;Immobilisations corporelles;Immobilisations corporelles;C;I;0;2014;M14;M14-M14_CCAS_INF3500;CCAS (Centre communal d'action sociale) communes de moins de 3500 habitants
013;Atténuations de charges;Atténuations de charges;G;F;0;2017;M61;M61-M61;Service départemental d'incendie et de secours
27;Autres immobilisations financières;Autres immobilisations financières;C;I;0;2014;M14;M14-M14_CE;Caisses des écoles
18;Compte de liaison : affectation (budgets annexes - régies non personnalisées);Compte de liaison : affectat° (BA,régie);C;I;0;2015;M14;M14-M14_COM_INF500;Communes de moins de 500 habitants
043;Opérations d'ordre à l'intérieur de la section de fonctionnement;Opérat° ordre intérieur de la section;G;F;0;2019;M4;M4-M42;Services publics des abattoirs
021;Virement de la section de fonctionnement;Virement de la section de fonctionnement;L;I;0;2018;M71;M71-M71;Régions
45622;Opérations d'investissement sur établissements d'enseignement remis au département;Opérat° invest. établist enseignt départ;C;I;0;2020;M14;M14-M14_COM_500_3500;Communes avec entre 500 et 3500 habitants
4551;Opérations d'investissement sur EPLE;Opérations d'investissement sur EPLE;C;I;0;2022;M52;M52-M52;Départements
4551;Opérations d'investissement sur EPLE;Opérations d'investissement sur EPLE;C;I;0;2021;M57;M57-M57;Métropoles et collectivités territoriales uniques
4581;Opérations sous mandat;Opérations sous mandat;C;I;0;2023;M61;M61-M61;Service départemental d'incendie et de secours
45432;Opérations de défenses contre la mer;Opérations de défenses contre la mer;C;I;0;2013;M52;M52-M52;Départements
75;Autres produits de gestion courante;Autres produits de gestion courante;C;F;0;2020;M52;M52-M52;Départements
020;Dépenses imprévues;Dépenses imprévues;L;I;0;2017;M4;M4-M43_A;Services publics locaux de transport de personnes (Plan abregé)
18;Compte de liaison : affectation (budgets annexes - régies non personnalisées);Compte de liaison : affectat° (BA,régie);C;I;0;2016;M4;M4-M4;Services publics locaux à caractère industriel et commercial
18;Compte de liaison : affectation (budgets annexes - régies non personnalisées);Cpte liaison : affectat° (BA, régie NP);C;I;0;2018;M71;M71-M71;Régions
13;Subventions d'investissement;Subventions d'investissement;C;I;0;2017;M14;M14-M14_COM_INF500;Communes de moins de 500 habitants
4541;Travaux effectués d'office pour le compte de tiers;Travaux effectués d'office;C;I;0;2013;M14;M14-M14_COM_500_3500;Communes avec entre 500 et 3500 habitants
10;Dotations, fonds divers et réserves;Dotations, fonds divers et réserves;C;I;0;2021;M14;M14-M14_COM_SUP3500;Communes de plus de 3500 habitants
20;Immobilisations incorporelles;Immobilisations incorporelles;C;I;0;2022;M14;M14-M14_CCAS_SUP3500;CCAS (Centre communal d'action sociale) communes de plus de 3500 habitants
70;Ventes de produits fabriqués, prestations de services, marchandises;Ventes produits fabriqués, prestations;C;F;0;2020;M4;M4-M4;Services publics locaux à caractère industriel et commercial
75;Autres produits de gestion courante;Autres produits de gestion courante;C;F;0;2017;M14;M14-M14_CCAS_INF3500;CCAS (Centre communal d'action sociale) communes de moins de 3500 habitants
18;Compte de liaison : affectation (budgets annexes - régies non personnalisées);Compte de liaison : affectat° (BA,régie);C;I;0;2018;M4;M4-M49_D;Services publics d'assainissement et de distribution d'eau potable (Plan développé)
76;Produits financiers;Produits financiers;C;F;0;2022;M14;M14-M14_CCAS_INF3500;CCAS (Centre communal d'action sociale) communes de moins de 3500 habitants
69;Impôts sur les bénéfices et assimilés;Impôts sur les bénéfices et assimilés;C;F;0;2021;M4;M4-M4;Services publics locaux à caractère industriel et commercial
75;Autres produits de gestion courante;Autres produits de gestion courante;C;F;0;2018;M14;M14-M14_CCAS_INF3500;CCAS (Centre communal d'action sociale) communes de moins de 3500 habitants
020;Dépenses imprévues;Dépenses imprévues;L;I;0;2022;M71;M71-M71;Régions
022;Dépenses imprévues;Dépenses imprévues;L;F;0;2023;M14;M14-M14_CE;Caisses des écoles
020;Dépenses imprévues;Dépenses imprévues;L;I;0;2022;M4;M4-M44;Etablissements publics fonciers locaux
